Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
10-02-2023,S005,P0005,Electronics,North,356,13,147,11.73,75.23,12.76,Cloudy,0,71.42,Winter
29-01-2022,S005,P0014,Electronics,North,234,171,39,145.38,204.64,23.58,Snowy,0,211.6,Winter
25-03-2022,S002,P0004,Clothing,South,443,398,53,423.78,33.89,5.59,Cloudy,0,30.98,Spring
01-12-2022,S002,P0020,Clothing,South,372,131,113,122.28,75.09,6.05,Rainy,0,72.22,Winter
06-09-2023,S002,P0003,Toys,South,86,59,72,60.88,28.96,1.18,Snowy,0,27.8,Autumn
27-04-2022,S002,P0018,Groceries,South,477,21,52,17.6,8.52,0.33,Cloudy,1,8.08,Spring
18-06-2023,S001,P0004,Clothing,North,434,306,47,275.02,31.29,7.96,Snowy,0,32.01,Summer
21-06-2022,S005,P0001,Groceries,North,140,126,129,147.23,33.68,9.63,Snowy,0,34.25,Summer
01-12-2022,S003,P0020,Clothing,East,405,59,80,63.46,74.59,15.01,Sunny,0,70.26,Winter
20-05-2022,S005,P0001,Groceries,North,245,91,142,95.67,33.28,2.01,Cloudy,0,35.8,Spring
20-02-2022,S001,P0006,Furniture,North,384,294,81,262.39,175.32,13.76,Rainy,1,176.64,Winter
16-12-2023,S004,P0017,Toys,West,456,292,72,309.71,20.41,1.73,Cloudy,0,21.13,Winter
15-05-2023,S004,P0001,Groceries,West,311,48,94,53.2,34.73,6.51,Snowy,0,35.29,Spring
26-07-2023,S003,P0016,Furniture,East,450,335,109,290.54,251.33,51.89,Rainy,0,269.71,Summer
17-09-2022,S004,P0003,Toys,West,78,59,79,65.9,26.97,1.22,Snowy,0,27.41,Autumn
08-01-2022,S003,P0012,Clothing,East,132,39,70,37.51,92.07,2.75,Sunny,0,94.86,Winter
19-07-2023,S004,P0020,Clothing,West,393,97,14,78.6,75.55,1.03,Snowy,0,77.93,Summer
26-05-2023,S003,P0003,Toys,East,438,212,95,204.51,27.04,1.15,Sunny,1,26.46,Spring
21-01-2023,S001,P0002,Toys,North,65,48,2,40.62,60.25,0.51,Cloudy,1,56.76,Winter
17-12-2022,S003,P0010,Clothing,East,293,65,108,73.16,44.72,2.64,Rainy,0,41.59,Winter
17-09-2022,S004,P0013,Toys,West,469,200,57,206.36,24.48,0.12,Cloudy,0,26.53,Autumn
27-09-2023,S005,P0014,Electronics,North,150,146,47,155.1,200.12,47.74,Sunny,0,180.97,Autumn
31-05-2023,S004,P0006,Furniture,West,442,135,49,148.25,173.53,6.14,Cloudy,1,165.62,Spring
26-09-2023,S004,P0017,Toys,West,315,135,44,144.45,20.61,3.84,Rainy,0,21.05,Autumn
30-10-2022,S002,P0008,Electronics,South,105,64,71,63.88,291.86,9.18,Cloudy,0,290.91,Autumn
30-08-2022,S002,P0012,Clothing,South,103,66,142,55.48,87.73,2.04,Sunny,1,82.13,Summer
25-12-2022,S004,P0008,Electronics,West,78,23,31,22.23,300.64,29.75,Sunny,0,298.27,Winter
26-08-2023,S005,P0012,Clothing,North,254,163,63,169.89,88.52,7.57,Snowy,0,79.72,Summer
31-10-2023,S005,P0016,Furniture,North,197,8,128,6.56,256.85,46.78,Sunny,0,277.48,Autumn
29-01-2023,S005,P0013,Toys,North,235,141,81,124.21,25.76,1.24,Rainy,0,27.18,Winter
18-10-2022,S005,P0016,Furniture,North,180,22,37,20.58,252.97,64.75,Snowy,0,263.89,Autumn
17-11-2023,S001,P0006,Furniture,North,283,27,87,23.27,168.18,17.24,Rainy,0,157.19,Autumn
12-04-2022,S004,P0006,Furniture,West,498,263,89,288.59,181.88,46.49,Snowy,0,167.46,Spring
09-07-2022,S004,P0001,Groceries,West,432,310,129,329.03,32.2,0.4,Snowy,0,31.75,Summer
07-08-2023,S002,P0007,Groceries,South,456,409,134,383.17,3.94,0.25,Cloudy,0,3.6,Summer
17-08-2022,S001,P0018,Groceries,North,298,189,35,208.08,8.31,1.65,Cloudy,0,8.26,Summer
05-04-2023,S005,P0020,Clothing,North,392,349,66,307.97,71.88,1.97,Rainy,0,71.33,Spring
23-10-2023,S005,P0006,Furniture,North,300,7,6,6.13,183.63,2.44,Cloudy,0,183.85,Autumn
02-07-2023,S004,P0011,Furniture,West,138,107,123,118.99,117.94,32.18,Sunny,0,108.46,Summer
27-07-2022,S002,P0005,Electronics,South,173,168,65,155.21,75.25,20.84,Snowy,0,79.84,Summer
28-04-2022,S002,P0005,Electronics,South,53,41,60,46.89,70.1,11.09,Sunny,0,76.09,Spring
24-12-2023,S002,P0005,Electronics,South,97,45,17,36.4,70.45,1.86,Sunny,0,68.65,Winter
09-09-2023,S004,P0013,Toys,West,478,85,141,68.1,25.79,4.8,Snowy,1,26.53,Autumn
14-09-2023,S001,P0011,Furniture,North,451,342,111,382.82,114.93,8.75,Snowy,0,112.23,Autumn
03-01-2022,S003,P0011,Furniture,East,395,55,107,65.54,123.39,19.94,Sunny,0,123.45,Winter
02-06-2023,S003,P0002,Toys,East,381,27,75,29.41,60.72,3.05,Cloudy,0,57.04,Summer
29-07-2022,S004,P0009,Groceries,West,427,180,56,213.72,14.59,1.58,Sunny,0,14.12,Summer
10-01-2022,S003,P0012,Clothing,East,102,34,118,39.95,89.8,10.77,Rainy,1,97.64,Winter
21-10-2023,S002,P0006,Furniture,South,392,70,66,76.87,168.17,35.63,Sunny,0,181.03,Autumn
24-07-2022,S004,P0004,Clothing,West,319,239,67,192.44,32.23,1.72,Rainy,1,30.13,Summer
10-01-2022,S004,P0008,Electronics,West,96,71,82,78.35,273.99,18.64,Cloudy,0,293.88,Winter
19-06-2023,S003,P0010,Clothing,East,244,200,2,230.27,43.93,1.19,Cloudy,1,40.98,Summer
05-02-2022,S002,P0001,Groceries,South,323,31,15,31.07,33.57,3.01,Rainy,0,36.2,Winter
05-05-2022,S001,P0014,Electronics,North,114,41,123,34.78,190.7,51.58,Snowy,0,200.97,Spring
20-11-2022,S002,P0013,Toys,South,437,258,61,301.38,23.89,4.86,Sunny,0,25.37,Autumn
23-11-2022,S001,P0006,Furniture,North,309,57,112,58.4,181.41,20.7,Snowy,0,166.24,Autumn
12-05-2022,S003,P0001,Groceries,East,324,64,93,74.88,33.99,4.03,Sunny,0,34.05,Spring
24-11-2022,S005,P0005,Electronics,North,108,8,138,8.38,76.84,10.46,Snowy,0,69.47,Autumn
03-10-2023,S004,P0018,Groceries,West,422,61,3,64.49,8.81,0.8,Rainy,0,8.97,Autumn
08-07-2023,S002,P0009,Groceries,South,424,283,126,322.69,15.24,1.88,Sunny,0,16.5,Summer
23-01-2023,S002,P0007,Groceries,South,352,251,74,232.09,4.02,0.34,Sunny,0,3.67,Winter
18-12-2022,S003,P0006,Furniture,East,134,46,81,53.63,171.97,42.49,Rainy,0,185.65,Winter
06-05-2023,S003,P0001,Groceries,East,157,95,9,87.02,32.48,4.19,Cloudy,0,34.82,Spring
27-02-2022,S002,P0012,Clothing,South,261,110,39,124.07,88.49,24.18,Snowy,0,92.88,Winter
30-04-2022,S001,P0001,Groceries,North,340,229,105,249.62,33.73,5.03,Sunny,0,34.24,Spring
13-03-2022,S002,P0006,Furniture,South,338,261,9,299.8,171.49,28.84,Rainy,0,178.2,Spring
16-05-2023,S003,P0020,Clothing,East,207,76,12,78.57,72.39,14.14,Rainy,0,75.49,Spring
27-06-2023,S002,P0014,Electronics,South,435,248,126,225.15,190.85,30.5,Cloudy,0,178.29,Summer
06-10-2022,S005,P0016,Furniture,North,453,221,123,191.31,256.97,37.78,Rainy,0,260.65,Autumn
19-08-2022,S002,P0016,Furniture,South,50,30,4,29.11,260.33,10.24,Snowy,1,271.4,Summer
15-03-2022,S005,P0009,Groceries,North,492,208,69,177.92,15.53,2.25,Rainy,0,16.25,Spring
30-05-2023,S002,P0003,Toys,South,87,80,0,79.93,26.73,7.74,Cloudy,1,27.09,Spring
08-02-2022,S002,P0009,Groceries,South,472,156,36,161.47,14.26,0.99,Cloudy,0,13.18,Winter
27-02-2022,S003,P0017,Toys,East,216,30,122,30.74,19.72,5.07,Sunny,0,19.13,Winter
16-01-2022,S002,P0016,Furniture,South,390,133,59,125.63,243.23,43.84,Snowy,0,258.05,Winter
04-11-2022,S004,P0019,Electronics,West,55,24,148,24.45,488.63,128.23,Cloudy,0,473.3,Autumn
20-11-2022,S003,P0012,Clothing,East,184,151,103,153.89,83.83,7.1,Rainy,0,78.06,Autumn
24-08-2023,S005,P0014,Electronics,North,279,213,48,202.1,195.61,8.38,Rainy,0,177.45,Summer
06-05-2022,S003,P0012,Clothing,East,249,94,142,93.5,87.69,12.13,Cloudy,0,91.12,Spring
11-04-2023,S001,P0018,Groceries,North,365,76,17,85.17,8.43,1.99,Snowy,1,7.68,Spring
05-04-2023,S005,P0002,Toys,North,132,39,93,44.05,64.37,14.68,Cloudy,0,66.95,Spring
18-02-2022,S002,P0018,Groceries,South,286,187,101,206.88,8.12,1.27,Snowy,1,8.67,Winter
21-03-2023,S004,P0007,Groceries,West,105,94,9,80.45,4.0,0.58,Cloudy,0,3.91,Spring
09-07-2022,S002,P0014,Electronics,South,417,113,128,115.43,203.41,34.46,Rainy,0,191.54,Summer
09-05-2023,S003,P0018,Groceries,East,400,341,9,370.41,8.23,2.35,Sunny,0,8.92,Spring
05-02-2022,S005,P0012,Clothing,North,136,19,49,20.26,91.72,25.95,Cloudy,0,89.51,Winter
15-07-2022,S002,P0003,Toys,South,305,89,105,73.14,29.34,6.65,Sunny,0,31.18,Summer
29-01-2022,S005,P0009,Groceries,North,499,119,12,114.75,15.32,2.58,Rainy,0,14.73,Winter
19-07-2022,S005,P0001,Groceries,North,476,241,148,216.66,33.49,1.24,Snowy,1,35.5,Summer
11-06-2023,S004,P0003,Toys,West,484,114,59,136.38,28.79,1.58,Rainy,0,28.58,Summer
17-08-2022,S003,P0008,Electronics,East,360,238,39,196.02,276.54,39.06,Sunny,0,260.19,Summer
09-05-2022,S004,P0010,Clothing,West,432,117,61,124.23,43.44,5.27,Sunny,1,46.7,Spring
16-01-2023,S001,P0006,Furniture,North,243,54,5,61.15,175.36,8.4,Rainy,0,158.53,Winter
11-02-2022,S003,P0004,Clothing,East,262,57,103,55.07,32.59,4.1,Snowy,0,35.81,Winter
27-04-2023,S001,P0005,Electronics,North,71,59,112,69.0,71.1,16.01,Sunny,0,77.71,Spring
25-09-2022,S001,P0003,Toys,North,248,30,51,27.16,27.55,4.81,Rainy,0,28.52,Autumn
12-01-2023,S001,P0011,Furniture,North,218,58,83,63.78,125.77,12.78,Sunny,0,121.14,Winter
10-12-2022,S003,P0019,Electronics,East,375,104,141,116.91,483.07,19.8,Snowy,0,440.32,Winter
13-10-2022,S003,P0013,Toys,East,404,153,108,173.36,25.81,2.25,Snowy,0,24.05,Autumn
06-02-2022,S004,P0008,Electronics,West,148,27,12,24.14,283.96,8.63,Rainy,0,285.08,Winter
03-11-2023,S005,P0007,Groceries,North,144,75,76,85.74,4.19,0.64,Rainy,0,4.23,Autumn
02-10-2023,S005,P0007,Groceries,North,283,237,102,219.69,4.12,0.99,Cloudy,0,3.84,Autumn
13-07-2022,S005,P0005,Electronics,North,399,176,5,168.27,72.32,18.01,Sunny,0,70.7,Summer
08-06-2022,S001,P0017,Toys,North,490,138,17,140.44,19.81,4.14,Snowy,0,21.76,Summer
01-09-2023,S001,P0013,Toys,North,392,17,120,16.45,25.92,6.31,Rainy,0,25.15,Autumn
02-06-2022,S003,P0020,Clothing,East,350,343,95,393.65,74.95,21.68,Sunny,0,78.92,Summer
25-06-2022,S003,P0018,Groceries,East,284,259,73,212.43,8.5,2.27,Sunny,0,7.75,Summer
26-11-2022,S004,P0001,Groceries,West,289,53,130,55.99,32.54,3.36,Snowy,0,33.63,Autumn
24-01-2023,S005,P0012,Clothing,North,405,101,54,119.21,85.31,20.92,Cloudy,0,79.39,Winter
18-10-2022,S003,P0018,Groceries,East,87,51,142,55.2,8.7,0.03,Cloudy,0,8.72,Autumn
15-03-2023,S001,P0002,Toys,North,145,85,90,95.99,62.97,6.22,Rainy,1,61.44,Spring
02-06-2022,S002,P0008,Electronics,South,427,277,111,250.98,277.42,23.68,Rainy,1,274.18,Summer
02-02-2023,S001,P0004,Clothing,North,477,307,94,245.69,31.78,2.22,Snowy,1,29.32,Winter
08-04-2022,S003,P0015,Clothing,East,240,165,96,184.01,54.97,6.01,Cloudy,0,52.52,Spring
02-02-2023,S005,P0002,Toys,North,272,96,131,94.42,61.89,9.48,Cloudy,0,65.75,Winter
20-02-2023,S002,P0015,Clothing,South,252,204,68,213.72,55.96,4.22,Sunny,0,55.23,Winter
23-11-2022,S003,P0003,Toys,East,423,53,129,46.73,27.45,4.43,Sunny,0,27.43,Autumn
23-02-2023,S003,P0001,Groceries,East,362,339,71,287.18,34.86,3.17,Cloudy,1,34.37,Winter
17-07-2023,S002,P0017,Toys,South,164,72,139,80.69,20.71,0.68,Rainy,0,20.06,Summer
28-07-2022,S001,P0007,Groceries,North,234,121,108,106.94,4.17,0.22,Sunny,0,4.29,Summer
21-09-2022,S003,P0005,Electronics,East,88,86,97,97.14,72.66,16.71,Snowy,0,71.95,Autumn
28-06-2023,S004,P0002,Toys,West,55,52,105,59.62,64.5,5.93,Cloudy,0,64.23,Summer
24-12-2023,S003,P0004,Clothing,East,165,105,40,103.96,33.29,7.18,Rainy,0,32.8,Winter
20-12-2023,S002,P0007,Groceries,South,242,56,134,47.68,4.18,0.32,Cloudy,0,4.05,Winter
19-04-2022,S004,P0014,Electronics,West,463,143,107,131.7,199.77,23.57,Sunny,0,204.01,Spring
03-01-2022,S002,P0003,Toys,South,111,82,57,93.84,26.77,2.37,Rainy,0,24.64,Winter
03-02-2022,S005,P0017,Toys,North,499,476,83,494.98,19.5,4.24,Rainy,1,19.35,Winter
14-10-2022,S003,P0002,Toys,East,481,311,45,369.36,63.94,13.72,Sunny,0,60.23,Autumn
30-08-2022,S001,P0009,Groceries,North,464,275,11,269.96,15.2,1.19,Rainy,1,14.51,Summer
03-06-2023,S004,P0003,Toys,West,234,45,33,52.58,27.29,4.12,Sunny,0,25.35,Summer
23-11-2022,S005,P0004,Clothing,North,256,175,101,189.56,32.76,0.53,Snowy,0,30.22,Autumn
30-11-2023,S003,P0006,Furniture,East,266,223,150,193.11,172.15,6.33,Sunny,0,163.21,Autumn
02-03-2023,S002,P0003,Toys,South,426,19,2,16.24,27.76,5.97,Cloudy,0,27.14,Spring
10-04-2022,S004,P0005,Electronics,West,396,174,122,149.87,76.8,5.66,Snowy,0,70.89,Spring
28-10-2022,S001,P0006,Furniture,North,286,71,49,70.06,178.51,11.39,Rainy,0,194.06,Autumn
08-12-2023,S005,P0015,Clothing,North,65,45,76,47.92,55.08,4.25,Rainy,0,56.0,Winter
10-03-2022,S001,P0005,Electronics,North,195,54,72,53.62,73.26,10.55,Rainy,0,71.57,Spring
12-01-2022,S005,P0020,Clothing,North,134,35,45,41.86,71.89,16.44,Cloudy,0,75.05,Winter
27-07-2022,S003,P0020,Clothing,East,221,81,49,86.97,72.02,17.78,Sunny,0,72.48,Summer
28-02-2023,S001,P0005,Electronics,North,224,164,107,146.74,76.23,15.84,Rainy,1,77.96,Winter
10-07-2023,S005,P0008,Electronics,North,68,10,40,11.93,281.55,42.0,Rainy,0,265.79,Summer
17-04-2022,S004,P0006,Furniture,West,304,72,144,62.84,175.15,40.55,Snowy,0,175.39,Spring
02-03-2022,S002,P0004,Clothing,South,295,30,59,24.77,31.67,0.25,Snowy,1,33.37,Spring
13-09-2023,S002,P0009,Groceries,South,99,30,131,32.31,14.27,0.46,Sunny,0,15.57,Autumn
09-09-2023,S003,P0004,Clothing,East,184,158,52,158.83,31.83,6.5,Snowy,0,34.81,Autumn
12-05-2022,S003,P0010,Clothing,East,336,194,106,195.28,46.31,2.81,Cloudy,0,46.15,Spring
10-06-2023,S003,P0002,Toys,East,235,34,77,34.83,62.96,8.03,Sunny,1,64.42,Summer
30-08-2022,S002,P0011,Furniture,South,260,5,105,5.91,115.8,18.4,Rainy,0,123.59,Summer
28-01-2022,S005,P0018,Groceries,North,471,235,57,227.4,8.37,1.6,Snowy,0,7.57,Winter
31-07-2022,S003,P0010,Clothing,East,140,46,90,43.74,45.65,4.53,Sunny,0,46.22,Summer
06-10-2022,S002,P0020,Clothing,South,206,85,123,79.08,70.21,4.77,Snowy,0,73.21,Autumn
27-04-2023,S004,P0017,Toys,West,226,85,50,79.76,19.71,2.0,Snowy,1,20.2,Spring
02-04-2023,S001,P0006,Furniture,North,348,57,15,52.87,175.15,29.76,Rainy,1,188.49,Spring
08-03-2022,S002,P0003,Toys,South,235,29,95,30.06,27.68,6.09,Snowy,0,28.39,Spring
14-01-2022,S003,P0006,Furniture,East,118,74,128,70.66,168.44,17.07,Cloudy,1,181.11,Winter
08-02-2023,S004,P0019,Electronics,West,333,150,69,145.64,475.87,39.33,Snowy,0,496.42,Winter
12-12-2023,S004,P0013,Toys,West,117,31,146,30.44,24.87,6.62,Rainy,0,24.24,Winter
21-11-2022,S003,P0004,Clothing,East,468,207,149,200.27,31.35,8.28,Snowy,0,33.8,Autumn
11-01-2023,S001,P0012,Clothing,North,123,68,77,72.93,83.91,7.26,Cloudy,0,78.62,Winter
06-12-2023,S005,P0004,Clothing,North,314,75,138,80.98,33.2,6.63,Sunny,1,31.14,Winter
28-01-2022,S003,P0020,Clothing,East,315,47,0,54.21,72.72,11.94,Cloudy,0,67.84,Winter
28-12-2023,S005,P0014,Electronics,North,209,93,122,86.64,209.15,13.08,Rainy,0,220.42,Winter
02-06-2022,S001,P0012,Clothing,North,207,183,142,146.69,85.14,23.2,Sunny,0,77.93,Summer
16-09-2023,S005,P0009,Groceries,North,284,92,16,109.32,15.52,0.52,Sunny,0,16.61,Autumn
20-02-2023,S004,P0005,Electronics,West,342,149,91,170.97,70.31,15.54,Rainy,0,71.62,Winter
21-11-2022,S003,P0009,Groceries,East,494,359,21,336.25,15.25,3.76,Rainy,0,13.98,Autumn
22-08-2022,S001,P0018,Groceries,North,355,105,61,84.65,8.24,1.12,Sunny,1,8.0,Summer
27-07-2022,S002,P0012,Clothing,South,356,195,62,177.86,89.68,7.53,Sunny,0,91.56,Summer
06-11-2022,S005,P0016,Furniture,North,224,48,99,48.94,237.51,11.9,Snowy,0,234.31,Autumn
20-07-2022,S003,P0010,Clothing,East,215,67,49,72.58,47.34,0.59,Cloudy,1,46.54,Summer
12-05-2022,S003,P0010,Clothing,East,173,70,120,79.96,43.6,5.87,Cloudy,0,45.52,Spring
16-02-2022,S002,P0015,Clothing,South,197,164,143,133.73,54.35,15.43,Cloudy,1,49.53,Winter
24-04-2023,S003,P0015,Clothing,East,424,123,60,146.84,53.68,0.05,Rainy,0,51.6,Spring
15-07-2022,S004,P0005,Electronics,West,185,180,98,197.96,74.61,1.4,Sunny,0,69.69,Summer
06-04-2022,S002,P0005,Electronics,South,95,32,35,30.0,75.41,14.06,Cloudy,1,67.88,Spring
23-02-2023,S001,P0017,Toys,North,372,10,99,11.8,19.55,4.64,Snowy,0,21.07,Winter
21-04-2023,S001,P0013,Toys,North,113,27,101,23.71,25.06,4.3,Snowy,0,23.59,Spring
13-05-2023,S004,P0005,Electronics,West,454,390,85,340.15,77.13,2.13,Rainy,0,82.26,Spring
18-07-2022,S005,P0003,Toys,North,119,37,100,36.56,28.24,3.54,Snowy,0,26.24,Summer
05-01-2023,S002,P0012,Clothing,South,291,275,13,264.73,90.95,17.73,Cloudy,1,82.13,Winter
15-06-2023,S002,P0006,Furniture,South,438,159,108,188.4,167.64,19.15,Sunny,1,162.37,Summer
04-02-2022,S001,P0004,Clothing,North,309,186,68,216.56,32.98,8.13,Rainy,0,35.35,Winter
28-09-2023,S004,P0004,Clothing,West,351,236,21,205.57,33.11,5.68,Sunny,0,34.93,Autumn
02-05-2023,S004,P0010,Clothing,West,67,66,116,78.84,43.27,5.54,Rainy,0,46.9,Spring
19-11-2022,S003,P0004,Clothing,East,400,158,150,128.18,33.91,3.04,Cloudy,0,32.5,Autumn
31-12-2023,S005,P0016,Furniture,North,99,41,28,33.26,251.85,50.8,Snowy,0,271.57,Winter
31-05-2023,S002,P0017,Toys,South,185,72,117,70.74,19.06,4.27,Sunny,0,17.64,Spring
02-07-2023,S004,P0003,Toys,West,360,170,74,189.44,28.4,7.89,Sunny,0,31.21,Summer
01-08-2022,S001,P0011,Furniture,North,315,89,99,87.98,120.52,28.17,Rainy,1,124.81,Summer
25-08-2022,S001,P0017,Toys,North,460,198,76,161.93,20.06,4.92,Cloudy,0,20.69,Summer
28-10-2022,S003,P0004,Clothing,East,115,92,146,79.17,33.19,6.76,Sunny,0,32.81,Autumn
08-10-2022,S001,P0007,Groceries,North,250,174,95,190.49,4.16,0.11,Cloudy,0,3.94,Autumn
25-05-2023,S001,P0012,Clothing,North,209,140,145,127.85,87.95,1.75,Snowy,0,80.02,Spring
06-07-2023,S005,P0005,Electronics,North,155,104,42,110.02,74.21,19.81,Sunny,0,75.12,Summer
09-05-2022,S002,P0014,Electronics,South,74,34,47,27.57,194.04,41.32,Rainy,1,176.92,Spring
02-08-2022,S004,P0020,Clothing,West,313,126,123,140.96,75.18,15.86,Cloudy,1,75.3,Summer
08-11-2023,S004,P0003,Toys,West,258,99,119,83.04,27.63,3.2,Snowy,0,26.33,Autumn
26-08-2022,S003,P0016,Furniture,East,265,102,137,105.4,257.56,25.44,Snowy,0,251.93,Summer
03-11-2023,S002,P0018,Groceries,South,263,240,100,259.72,8.46,2.26,Rainy,0,9.27,Autumn
12-09-2023,S003,P0012,Clothing,East,204,174,25,184.24,88.76,24.8,Snowy,0,81.96,Autumn
16-03-2022,S002,P0002,Toys,South,448,238,101,249.06,65.82,13.67,Rainy,0,65.14,Spring
08-09-2023,S005,P0015,Clothing,North,422,254,11,260.96,54.73,11.55,Rainy,0,51.83,Autumn
28-12-2023,S001,P0017,Toys,North,437,226,64,269.67,20.76,3.59,Sunny,0,21.32,Winter
04-12-2022,S002,P0008,Electronics,South,194,164,10,176.51,273.39,20.88,Sunny,0,297.52,Winter
18-04-2022,S005,P0012,Clothing,North,464,152,121,167.45,88.32,19.39,Sunny,0,85.3,Spring
06-03-2022,S002,P0008,Electronics,South,270,150,83,149.48,284.08,57.84,Cloudy,0,277.67,Spring
15-09-2022,S003,P0007,Groceries,East,343,221,56,200.88,4.02,1.04,Rainy,1,3.95,Autumn
31-03-2022,S002,P0003,Toys,South,226,222,145,179.24,26.8,4.82,Rainy,0,27.27,Spring
18-02-2023,S001,P0007,Groceries,North,434,192,119,194.81,4.15,0.92,Snowy,0,4.3,Winter
31-08-2022,S003,P0005,Electronics,East,105,33,128,29.86,74.0,8.49,Cloudy,1,80.1,Summer
25-11-2022,S001,P0013,Toys,North,486,84,42,96.92,25.99,3.53,Rainy,0,28.54,Autumn
27-01-2023,S002,P0009,Groceries,South,383,16,20,15.5,15.4,3.53,Rainy,0,14.72,Winter
08-07-2022,S003,P0009,Groceries,East,440,55,13,59.37,15.51,4.65,Sunny,0,16.77,Summer
27-05-2023,S005,P0013,Toys,North,288,237,128,251.11,25.61,0.6,Rainy,0,25.55,Spring
08-05-2023,S002,P0019,Electronics,South,405,92,80,106.96,485.07,97.25,Rainy,0,517.81,Spring
02-11-2023,S003,P0002,Toys,East,297,31,126,27.96,60.82,8.0,Cloudy,0,62.71,Autumn
12-10-2023,S005,P0010,Clothing,North,182,13,123,15.49,46.92,12.85,Rainy,0,46.03,Autumn
03-07-2023,S005,P0014,Electronics,North,456,169,122,146.18,208.11,10.09,Snowy,0,226.83,Summer
28-05-2023,S004,P0001,Groceries,West,394,280,87,282.6,33.51,2.64,Snowy,0,34.7,Spring
13-05-2022,S001,P0012,Clothing,North,293,31,132,29.93,84.19,0.19,Snowy,0,90.26,Spring
20-03-2022,S005,P0011,Furniture,North,180,157,34,148.91,116.22,19.88,Snowy,1,111.16,Spring
12-02-2023,S001,P0015,Clothing,North,89,61,94,60.68,55.46,15.62,Snowy,0,50.33,Winter
07-06-2023,S001,P0003,Toys,North,86,21,80,23.75,27.5,7.27,Rainy,1,26.39,Summer
05-08-2022,S001,P0003,Toys,North,420,136,14,126.73,27.83,4.55,Sunny,1,29.49,Summer
05-06-2022,S001,P0013,Toys,North,255,5,109,4.67,26.19,3.92,Sunny,0,25.71,Summer
22-05-2023,S005,P0002,Toys,North,494,114,24,136.22,66.08,18.09,Rainy,0,59.73,Spring
18-09-2022,S005,P0010,Clothing,North,418,117,69,111.52,47.75,12.68,Cloudy,0,49.31,Autumn
30-10-2023,S001,P0010,Clothing,North,61,46,99,46.98,43.72,8.71,Snowy,0,43.79,Autumn
24-04-2022,S001,P0017,Toys,North,420,297,115,355.03,20.38,4.03,Cloudy,0,22.24,Spring
17-10-2023,S005,P0011,Furniture,North,342,249,4,244.71,124.65,2.61,Cloudy,0,125.42,Autumn
04-02-2023,S004,P0015,Clothing,West,419,273,137,308.46,53.63,0.41,Snowy,0,58.34,Winter
20-11-2023,S004,P0008,Electronics,West,440,273,31,262.91,296.42,87.77,Sunny,0,275.69,Autumn
02-09-2022,S003,P0004,Clothing,East,67,52,144,43.37,31.79,9.1,Cloudy,1,34.42,Autumn
10-07-2023,S002,P0006,Furniture,South,247,76,68,63.61,184.16,21.91,Cloudy,0,185.76,Summer
25-12-2023,S003,P0004,Clothing,East,77,65,105,73.67,33.01,1.11,Snowy,0,29.91,Winter
18-09-2023,S001,P0013,Toys,North,448,390,42,406.73,25.44,1.51,Snowy,0,26.38,Autumn
08-06-2023,S002,P0014,Electronics,South,478,416,140,413.49,208.64,59.86,Cloudy,0,226.45,Summer
03-08-2022,S005,P0010,Clothing,North,344,276,130,257.4,45.87,5.79,Rainy,0,44.11,Summer
29-01-2023,S001,P0016,Furniture,North,104,83,96,91.69,254.33,51.04,Snowy,0,237.32,Winter
18-02-2022,S001,P0011,Furniture,North,96,47,11,48.1,123.39,23.05,Sunny,0,127.52,Winter
25-07-2022,S004,P0001,Groceries,West,496,143,144,150.94,33.19,3.97,Rainy,0,31.37,Summer
05-05-2022,S001,P0018,Groceries,North,69,46,2,39.72,8.56,2.15,Snowy,0,8.81,Spring
06-10-2023,S001,P0008,Electronics,North,300,244,120,252.54,273.59,53.41,Cloudy,0,277.55,Autumn
11-01-2023,S004,P0007,Groceries,West,67,50,11,44.76,4.08,0.77,Cloudy,0,4.23,Winter
13-02-2022,S005,P0012,Clothing,North,468,180,30,210.11,88.96,16.99,Sunny,0,90.29,Winter
24-02-2022,S002,P0010,Clothing,South,206,102,57,84.87,43.74,6.45,Cloudy,0,42.55,Winter
29-10-2022,S003,P0017,Toys,East,162,71,131,72.46,19.08,2.21,Sunny,1,18.03,Autumn
03-02-2022,S005,P0005,Electronics,North,383,295,143,300.38,75.78,0.31,Sunny,0,73.34,Winter
26-10-2022,S001,P0001,Groceries,North,356,48,138,50.19,34.24,8.11,Sunny,0,37.27,Autumn
02-03-2022,S003,P0007,Groceries,East,259,9,76,8.74,4.0,1.18,Snowy,0,4.26,Spring
25-07-2023,S001,P0004,Clothing,North,494,318,58,367.13,32.47,0.86,Cloudy,0,35.28,Summer
03-11-2022,S005,P0006,Furniture,North,338,166,4,142.95,167.19,34.24,Cloudy,0,169.96,Autumn
27-01-2022,S005,P0004,Clothing,North,219,28,109,25.71,34.04,0.72,Snowy,0,34.62,Winter
20-09-2023,S003,P0018,Groceries,East,155,50,110,55.29,8.2,0.26,Snowy,0,8.23,Autumn
21-07-2023,S002,P0002,Toys,South,476,126,100,103.19,65.53,8.84,Snowy,0,60.21,Summer
14-11-2023,S001,P0003,Toys,North,442,11,117,12.75,28.81,3.83,Snowy,0,29.68,Autumn
